content_type,index_content,nature,word,index_word
pos,50,l,变着法,18
pos,50,n,收费,19
pos,51,n,购物,0
pos,51,v,快递,1
pos,51,n,力,2
pos,51,n,购物,3
pos,51,v,快递,4
pos,51,n,力,5
pos,51,v,理解,6
pos,51,v,送货,7
pos,51,n,量,8
pos,51,nr,大师傅,9
pos,51,l,忙不过来,10
pos,51,nr,宝贝,11
pos,51,v,留心,12
pos,51,n,客服,13
pos,51,n,人员,14
pos,51,v,告知,15
pos,51,v,算,16
pos,51,a,倒霉,17
pos,51,v,安装,18
pos,51,v,安装,19
pos,51,nr,师傅,20
pos,51,d,很好,21
pos,51,nr,顾客,22
pos,51,v,安装,23
pos,51,v,好看,24
pos,51,v,周到,25
pos,51,n,关心,26
pos,51,n,收费,27
pos,51,m,两个,28
pos,51,n,脚法,29
pos,51,n,管子,30
pos,51,n,收费,31
pos,51,v,满意,32
pos,51,n,购物,33
pos,51,t,下次,34
pos,51,n,用后感,35
pos,52,n,品牌,0
pos,52,v,值得,1
pos,52,n,信赖,2
pos,52,v,就用,3
pos,52,n,新房子,4
pos,52,v,装修,5
pos,52,n,售后,6
pos,52,d,特别,7
pos,52,a,正规,8
pos,52,v,安装,9
pos,52,n,人员,10
pos,52,v,进门,11
pos,52,n,穿鞋,12
pos,52,q,套,13
pos,52,a,耐心,14
pos,52,v,谅解,15
pos,52,v,贴心,16
pos,52,v,满意,17
pos,52,n,购物,18
pos,53,v,购买,0
pos,53,vn,自营,1
pos,53,n,商品,2
pos,53,v,拥有,3
pos,53,t,七天,4
pos,53,n,理由,5
pos,53,n,退换货,6
pos,53,n,消费者,7
pos,53,v,无忧,8
pos,53,v,购买,9
pos,53,v,送货,10
pos,53,n,电,11
pos,53,n,电子,12
pos,53,n,百货,13
pos,53,n,厂品,14
pos,53,v,购买,15
pos,53,n,信赖,16
pos,53,vn,自营,17
pos,55,zg,升,0
pos,55,v,预约,1
pos,55,v,洗浴,2
pos,55,n,无线,3
pos,55,vn,遥控,4
pos,55,a,不错,5
pos,55,v,送货,6
pos,55,v,安装,7
pos,55,a,不错,8
pos,55,nrt,家里人,9
pos,55,v,满意,10
pos,55,zg,升,11
pos,55,v,预约,12
pos,55,v,洗浴,13
pos,55,n,无线,14
pos,55,vn,遥控,15
pos,55,a,不错,16
pos,55,zg,行,17
pos,55,n,价格,18
pos,55,b,总,19
pos,55,vn,波动,20
pos,56,a,很好,0
pos,56,v,包装,1
pos,56,a,完整,2
pos,56,n,外形,3
pos,56,n,大气,4
pos,56,a,简洁,5
pos,56,n,卫生间,6
pos,56,n,颜色,7
pos,56,v,搭配,8
pos,56,n,热水,9
pos,56,n,速度,10
pos,56,n,大容量,11
pos,56,v,足够,12
pos,56,m,一家,13
pos,56,m,三口,14
pos,56,d,真的,15
pos,56,n,太号,16
pos,56,l,太好了,17
pos,56,ns,欧,18
pos,56,q,天,19
pos,56,i,不敢相信,20
pos,56,n,日子,21
pos,56,v,坐上,22
pos,56,a,幸福,23
pos,56,n,列车,24
pos,56,zg,奔,25
pos,56,a,幸福,26
pos,56,ns,海洋,27
pos,56,o,哈哈哈哈,28
pos,56,o,哈哈哈,29
pos,56,o,哈哈哈,30
pos,57,nr,师傅,0
pos,57,v,安装,1
pos,57,n,服务态度,2
pos,57,a,不错,3
pos,57,n,品牌,4
pos,57,l,送货上门,5
pos,57,n,速度,6
pos,57,d,很快,7
pos,58,n,品牌,0
pos,58,v,值得,1
pos,58,n,信赖,2
pos,58,m,第二回,3
pos,58,v,购买,4
pos,58,v,加热,5
pos,58,n,速度,6
pos,58,v,洗澡,7
pos,58,v,不用,8
pos,58,v,送货,9
pos,58,v,安装,10
pos,58,v,安装,11
pos,58,nr,师傅,12
pos,58,n,气,13
pos,58,v,讲解,14
pos,58,v,到位,15
pos,58,nr,师傅,16
pos,58,v,还给,17
pos,58,v,收拾,18
pos,58,an,卫生,19
pos,58,d,真的,20
pos,58,v,满意,21
pos,58,v,不的,22
pos,58,d,满分,23
pos,59,v,购买,0
pos,59,vn,自营,1
pos,59,n,商品,2
pos,59,v,拥有,3
pos,59,i,天无,4
pos,59,n,理由,5
pos,59,n,退换货,6
pos,59,n,消费者,7
pos,59,v,无忧,8
pos,59,v,购买,9
pos,59,n,关键,10
pos,59,ns,入门,11
pos,59,n,门槛,12
pos,59,n,质量,13
pos,59,a,高,14
pos,59,n,电子,15
pos,59,n,百货,16
pos,59,n,产品,17
pos,59,v,购买,18
pos,59,vn,自营,19
pos,59,n,产品,20
pos,59,n,信赖,21
pos,59,vn,自营,22
pos,60,ad,确实,0
pos,60,a,不错,1
pos,60,v,收到,2
pos,60,v,安装,3
pos,60,n,水温,4
pos,60,a,不错,5
pos,60,t,冬天,6
pos,60,v,洗澡,7
pos,60,v,不用,8
pos,60,v,愁,9
pos,61,a,不错,0
pos,61,nr,太棒了,1
pos,61,m,一级,2
pos,61,vn,变频,3
pos,61,v,出热,4
pos,61,n,水量,5
pos,61,n,价格,6
pos,61,a,合适,7
pos,62,n,牌子,0
pos,62,l,买回来,1
pos,62,v,值得,2
pos,62,v,撇开,3
pos,62,n,价格,4
pos,62,n,牌子,5
pos,62,v,摆在,6
pos,62,v,就让,7
pos,62,v,放心,8
pos,62,v,收到,9
pos,62,m,第一,10
pos,62,n,感觉,11
pos,62,v,升,12
pos,62,n,容积,13
pos,62,v,足够,14
pos,62,m,三个,15
pos,62,v,洗,16
pos,62,v,试,17
pos,62,a,不错,18
pos,62,v,满意,19
pos,62,n,购物,20
pos,62,nz,五星,21
pos,62,v,好评,22
pos,63,v,收到,0
pos,63,n,外观,1
pos,63,n,颜值,2
pos,63,a,高,3
pos,63,a,简洁,4
pos,63,n,大方,5
pos,63,v,预约,6
pos,63,v,安装,7
pos,63,d,很快,8
pos,63,v,到货,9
pos,63,m,第二天,10
pos,63,nr,师傅,11
pos,63,l,一大早,12
pos,63,vn,免费,13
pos,63,v,安装,14
pos,63,v,收,15
pos,63,n,材料费,16
pos,63,n,品牌,17
pos,63,v,值得,18
pos,63,n,信赖,19
pos,64,ns,东西,0
pos,64,a,不错,1
pos,64,n,质量,2
pos,64,v,实用,3
pos,64,v,后悔,4
pos,64,n,外观,5
pos,64,n,大气,6
pos,64,n,颜色,7
pos,64,a,漂亮,8
pos,64,v,喜欢,9
pos,64,m,多款,10
pos,64,m,款,11
pos,64,n,性价比,12
pos,64,n,物流,13
pos,64,nr,师傅,14
pos,64,n,热情,15
pos,65,n,品牌,0
pos,65,l,可以信赖,1
pos,65,n,物流,2
pos,65,v,安装,3
pos,65,a,完美,4
pos,65,nz,隔天,5
pos,65,v,预约,6
pos,65,v,安装,7
pos,65,v,安装,8
pos,65,vn,服务,9
pos,65,a,不错,10
pos,65,v,花,11
pos,65,n,材料费,12
pos,65,n,材料,13
pos,65,v,包,14
pos,65,m,三年,15
pos,66,s,家,0
pos,66,n,储水量,1
pos,66,m,好几个,2
pos,66,t,下次,3
pos,66,v,来买,4
pos,66,n,品牌,5
pos,66,v,介绍,6
pos,66,n,朋友,7
pos,66,v,希望,8
pos,66,v,越做越,9
pos,67,i,非常感谢,0
pos,67,ns,商城,1
pos,67,v,给予,2
pos,67,n,优质,3
pos,67,vn,服务,4
pos,67,j,仓储,5
pos,67,vn,管理,6
pos,67,n,物流配送,7
pos,67,v,做,8
pos,67,v,送货,9
pos,67,v,配送,10
pos,67,q,员,11
pos,67,n,热情,12
pos,67,l,有时候,13
pos,67,n,收件,14
pos,67,v,安排,15
pos,67,n,时间,16
pos,67,v,配送,17
pos,67,ns,商城,18
pos,67,n,售后,19
pos,67,vn,管理,20
pos,67,v,解,21
pos,67,n,客户,22
pos,67,n,忧患,23
pos,67,i,排除万难,24
pos,67,v,给予,25
pos,67,n,购物,26
pos,67,n,体验,27
pos,67,v,顺颂,28
pos,67,nr,商祺,29
pos,70,n,尺寸,0
pos,70,b,大小,1
pos,70,a,正好,2
pos,70,n,质量,3
pos,70,a,不错,4
pos,70,n,品牌,5
pos,70,v,值得,6
pos,70,n,信赖,7
pos,70,v,安装,8
pos,70,nr,师傅,9
pos,70,n,专业,10
pos,70,nz,美观,11
pos,70,v,实用,12
pos,71,n,正品,0
pos,71,d,无疑,1
pos,71,nr,信奈,2
pos,71,m,第一次,3
pos,71,n,网购,4
pos,71,n,电,5
pos,71,l,售后服务,6
pos,71,d,很快,7
pos,71,ns,上门,8
pos,71,v,安装,9
pos,71,v,安装,10
pos,71,n,费用,11
pos,71,nr,太贵,12
pos,71,n,热水,13
pos,71,v,接到,14
pos,71,l,洗脸盆,15
pos,71,n,太阳能,16
pos,71,n,管道,17
pos,71,v,改造,18
pos,71,b,总共,19
pos,71,v,花,20
pos,71,v,安装,21
pos,71,n,材料,22
pos,71,ad,详细,23
pos,71,n,单子,24
pos,71,n,坑,25
pos,71,ns,商城,26
pos,71,n,封顶,27
pos,71,d,太,28
pos,71,a,高,29
pos,71,ng,语,30
pos,71,n,感觉,31
pos,71,v,宰,32
pos,71,v,安装,33
pos,71,n,材料,34
pos,71,v,透明,35
pos,71,v,换,36
pos,71,v,混,37
pos,71,n,水阀,38
pos,71,a,很贵,39
pos,71,v,划算,40
pos,71,n,机器,41
pos,71,v,倒,42
pos,71,a,便宜,43
pos,71,n,热水,44
pos,71,v,倒,45
pos,71,d,从度,46
pos,71,v,度用,47
pos,71,n,小时,48
pos,71,q,分钟,49
pos,71,v,洗澡,50
pos,71,n,费水,51
pos,71,zg,升,52
pos,71,n,太小,53
pos,71,v,洗,54
pos,71,b,半小时,55
pos,71,mq,三十度,56
pos,71,n,空间,57
pos,71,a,有限,58
pos,71,v,要买,59
pos,71,n,大点,60
pos,71,n,容量,61
pos,72,n,电视,0
pos,72,v,装修,1
pos,72,t,十月,2
pos,72,v,囤货,3
pos,72,v,期待,4
pos,72,m,一万,5
pos,72,v,送,6
pos,72,n,空气,7
pos,72,n,净化器,8
pos,73,v,喜欢,0
pos,73,v,值得,1
pos,73,n,信任,2
pos,73,vn,服务,3
pos,73,v,实在,4
pos,73,n,一流,5
pos,73,nr,谢谢,6
pos,74,n,品牌,0
pos,74,v,值得,1
pos,74,n,信赖,2
pos,74,v,送货,3
pos,74,t,晚上,4
pos,74,m,点,5
pos,74,n,下单,6
pos,74,m,第二天,7
pos,74,t,下午,8
pos,74,v,收到,9
pos,74,n,外箱,10
pos,74,n,外观,11
pos,74,a,完好,12
pos,74,n,外观,13
pos,74,a,不错,14
pos,74,a,很大,15
pos,74,v,操作,16
pos,74,n,面板,17
pos,74,a,不错,18
pos,74,v,装,19
pos,74,d,再来,20
pos,74,v,追评,21
pos,74,n,总体,22
pos,74,v,满意,23
pos,75,n,产品,0
pos,75,a,不错,1
pos,75,n,外观,2
pos,75,a,漂亮,3
pos,75,vn,实惠,4
pos,75,m,号,5
pos,75,v,拍,6
pos,75,v,留错,7
pos,75,n,电话,8
pos,75,v,没收,9
pos,75,v,到货,10
pos,75,n,客服,11
pos,75,n,客服,12
pos,75,n,态度,13
pos,75,n,效率,14
pos,75,n,后号,15
