content_type,index_content,nature,word,index_word
pos,64,a,漂亮,8
pos,64,v,喜欢,9
pos,64,m,多款,10
pos,64,m,款,11
pos,64,n,性价比,12
pos,64,n,物流,13
pos,64,nr,师傅,14
pos,64,n,热情,15
pos,65,n,品牌,0
pos,65,l,可以信赖,1
pos,65,n,物流,2
pos,65,v,安装,3
pos,65,a,完美,4
pos,65,nz,隔天,5
pos,65,v,预约,6
pos,65,v,安装,7
pos,65,v,安装,8
pos,65,vn,服务,9
pos,65,a,不错,10
pos,65,v,花,11
pos,65,n,材料费,12
pos,65,n,材料,13
pos,65,v,包,14
pos,65,m,三年,15
pos,70,n,尺寸,0
pos,70,b,大小,1
pos,70,a,正好,2
pos,70,n,质量,3
pos,70,a,不错,4
pos,70,n,品牌,5
pos,70,v,值得,6
pos,70,n,信赖,7
pos,70,v,安装,8
pos,70,nr,师傅,9
pos,70,n,专业,10
pos,70,nz,美观,11
pos,70,v,实用,12
pos,73,v,喜欢,0
pos,73,v,值得,1
pos,73,n,信任,2
pos,73,vn,服务,3
pos,73,v,实在,4
pos,73,n,一流,5
pos,73,nr,谢谢,6
pos,74,n,品牌,0
pos,74,v,值得,1
pos,74,n,信赖,2
pos,74,v,送货,3
pos,74,t,晚上,4
pos,74,m,点,5
pos,74,n,下单,6
pos,74,m,第二天,7
pos,74,t,下午,8
pos,74,v,收到,9
pos,74,n,外箱,10
pos,74,n,外观,11
pos,74,a,完好,12
pos,74,n,外观,13
pos,74,a,不错,14
pos,74,a,很大,15
pos,74,v,操作,16
pos,74,n,面板,17
pos,74,a,不错,18
pos,74,v,装,19
pos,74,d,再来,20
pos,74,v,追评,21
pos,74,n,总体,22
pos,74,v,满意,23
pos,76,a,不错,0
pos,76,t,中午,1
pos,76,v,送来,2
pos,76,t,下午,3
pos,76,nr,师傅,4
pos,76,v,安装,5
pos,76,v,加热,6
pos,76,d,很快,7
pos,79,v,安装,0
pos,79,l,比较满意,1
pos,79,v,送货,2
pos,79,v,安装,3
pos,79,vn,免费,4
pos,79,n,材料,5
pos,79,n,收费,6
pos,79,v,购买,7
pos,79,n,材料,8
pos,79,m,九折,9
pos,79,n,材料,10
pos,79,n,费用,11
pos,79,n,地方,12
pos,79,n,管件,13
pos,79,n,情况,14
pos,79,v,打折,15
pos,79,v,安装,16
pos,79,nr,师傅,17
pos,79,n,态度,18
pos,79,m,点,19
pos,79,v,赞,20
pos,80,d,依然,0
pos,80,n,棒棒,1
pos,80,n,信赖,2
pos,80,j,家电,3
pos,80,n,售后,4
pos,80,nr,师傅,5
pos,80,m,一级,6
pos,80,zg,棒,7
pos,81,m,第次,0
pos,81,n,电器,1
pos,81,i,一如既往,2
pos,81,n,物流,3
pos,81,v,安装,4
pos,81,vn,服务,5
pos,81,d,更是,6
pos,81,l,无话可说,7
pos,81,m,第四个,8
pos,81,n,质量,9
pos,81,v,信得过,10
pos,81,v,支持,11
pos,81,v,支持,12
pos,81,n,电器,13
pos,81,v,希望,14
pos,81,d,更好,15
pos,82,m,一个月,0
pos,82,n,评价,1
pos,82,v,安装,2
pos,82,nr,师傅,3
pos,82,n,认真负责,4
pos,82,n,质量,5
pos,82,a,不错,6
pos,82,t,后期,7
pos,82,vn,咨询,8
pos,82,v,安装,9
pos,82,nr,师傅,10
pos,82,ns,登门,11
pos,82,n,指导,12
pos,82,n,售后,13
pos,82,a,不错,14
pos,82,n,安装费,15
pos,82,nr,小贵,16
pos,82,nz,五星,17
pos,82,v,好评,18
pos,85,n,机子,0
pos,85,a,不错,1
pos,85,v,装,2
pos,85,d,特,3
pos,85,n,通水,4
pos,85,j,通电,5
pos,85,v,试,6
pos,85,t,下才,7
pos,85,n,评价,8
pos,85,nz,美观,9
pos,85,n,大方,10
pos,85,l,使用方便,11
pos,85,n,牌子,12
pos,85,v,赞,13
pos,86,v,快递,0
pos,86,n,力,1
pos,86,v,收到,2
pos,86,nr,宝贝,3
pos,86,v,打开,4
pos,86,n,质量,5
pos,86,a,不错,6
pos,86,n,原因,7
pos,86,v,安装,8
pos,86,n,售后,9
pos,86,l,打电话,10
pos,86,v,解决,11
pos,86,n,感觉,12
pos,86,v,满意,13
pos,86,t,下次,14
pos,86,v,光临,15
pos,87,j,家电,0
pos,87,j,家电,1
pos,87,v,选择,2
pos,87,n,品牌,3
pos,87,v,值得,4
pos,87,n,信赖,5
pos,87,n,正品,6
pos,87,n,低价,7
pos,87,i,无假货,8
pos,87,l,售后服务,9
pos,87,l,一体化,10
pos,87,n,态度,11
pos,88,d,特别,0
pos,88,v,搞,1
pos,88,n,速度,2
pos,88,n,性价比,3
pos,88,a,高,4
pos,88,n,物流,5
pos,88,v,安装,6
pos,88,d,很快,7
pos,88,n,声音,8
pos,88,a,热,9
pos,88,n,速度,10
pos,88,v,赞,11
pos,89,n,发货,0
pos,89,v,包装,1
pos,89,a,完整,2
pos,89,n,价格,3
pos,89,vn,实惠,4
pos,89,n,客服,5
pos,89,n,态度,6
pos,89,v,收到,7
pos,89,n,货,8
pos,89,i,迫不及待,9
pos,89,v,打开,10
pos,89,ng,时,11
pos,89,v,兴奋,12
pos,89,v,包装,13
pos,89,v,破损,14
pos,89,b,超级,15
pos,89,a,棒,16
pos,89,n,质量,17
pos,89,l,物有所值,18
pos,89,nr,宝贝儿,19
pos,89,d,真心,20
pos,89,a,不错,21
pos,89,l,说实话,22
pos,89,d,真的,23
pos,89,v,喜欢,24
pos,89,n,正品,25
pos,89,n,性价比,26
pos,89,a,高,27
pos,89,a,便宜,28
pos,89,d,真的,29
pos,89,v,赚,30
pos,89,d,真的,31
pos,89,v,值得,32
pos,89,v,购买,33
pos,89,v,包装,34
pos,89,l,无法形容,35
pos,89,n,店家,36
pos,89,n,售后,37
pos,89,n,力,38
pos,89,n,服务态度,39
pos,89,d,特别,40
pos,89,n,发货,41
pos,89,n,速度,42
pos,89,n,客服,43
pos,89,d,特别,44
pos,89,n,热情,45
pos,89,n,物流,46
pos,89,b,超级,47
pos,89,v,好评,48
pos,89,v,好评,49
pos,89,v,喜欢,50
pos,89,d,真心,51
pos,89,nr,谢谢,52
pos,89,n,店家,53
pos,89,n,客服,54
pos,89,n,售后,55
pos,89,n,人员,56
pos,89,a,耐心,57
pos,89,v,回复,58
pos,89,v,回复,59
pos,89,n,态度,60
pos,89,n,发货,61
pos,89,v,快递,62
pos,89,v,送到,63
pos,89,d,很快,64
pos,89,m,一点,65
pos,89,vn,实惠,66
pos,89,n,店家,67
pos,89,n,细心,68
pos,89,v,包裹,69
pos,89,n,结实,70
pos,89,v,赞,71
pos,89,v,快递,72
pos,89,n,哥,73
pos,89,n,态度,74
pos,89,b,超级,75
pos,89,zg,棒,76
pos,89,v,超赞,77
pos,89,m,....,78
pos,90,t,昨天,0
pos,90,n,下单,1
pos,90,v,送货,2
pos,90,v,快递,3
pos,90,zg,员,4
pos,90,a,厉害,5
pos,90,v,帮,6
pos,90,v,扛,7
pos,90,n,楼,8
pos,90,a,辛苦,9
pos,90,v,快递,10
pos,90,q,员,11
pos,92,v,安装,0
pos,92,n,颜值,1
pos,92,d,满分,2
pos,92,ns,东西,3
pos,92,n,力,4
pos,92,mq,这回,5
pos,92,n,洗菜,6
pos,92,v,洗手,7
pos,92,v,用到,8
pos,92,n,热水,9
pos,92,v,满意,10
pos,92,vn,服务,11
pos,92,a,不错,12
pos,92,v,安装,13
pos,92,nr,师傅,14
pos,92,n,技术,15
pos,92,v,分,16
pos,92,n,技术,17
pos,92,a,娴熟,18
pos,92,n,辅料,19
pos,92,j,一共,20
pos,92,v,花,21
pos,93,n,物流,0
pos,93,n,速度,1
pos,93,v,值得,2
pos,93,n,信赖,3
pos,93,v,安装,4
pos,97,v,安装,0
pos,97,nr,师傅,1
pos,97,ns,上门,2
pos,97,v,安装,3
pos,97,n,移花,4
pos,97,v,洒,5
pos,97,n,墙,6
pos,97,v,开,7
pos,97,n,洞,8
pos,97,v,问,9
pos,97,m,好几个,10
pos,97,n,水管,11
pos,97,v,走向,12
pos,97,v,试,13
pos,97,v,还好,14
pos,97,v,爆管,15
pos,97,v,切割,16
pos,97,n,管子,17
pos,97,v,安装,18
pos,97,n,试水,19
pos,97,n,水,20
pos,97,nz,洗手台,21
pos,97,v,出水,22
pos,97,v,上满,23
pos,97,v,不用,24
pos,97,n,温度,25
pos,97,v,设在,26
pos,97,zg,度,27
pos,97,m,一个多,28
pos,97,n,小时,29
pos,97,d,到度,30
pos,97,n,线,31
pos,97,ns,长度,32
pos,97,v,表,33
pos,97,n,明码标价,34
pos,97,v,收,35
pos,97,n,安装费,36
pos,97,nr,师傅,37
pos,97,v,打扫,38
pos,97,vn,工作,39
pos,97,n,现场,40
pos,97,v,走,41
pos,97,t,晚上,42
pos,97,n,断电,43
pos,98,ns,东西,0
pos,98,v,实用,1
pos,98,nrt,家里人,2
pos,98,v,满意,3
pos,98,v,喜欢,4
pos,98,n,朋友,5
pos,98,a,犹豫,6
pos,98,n,品牌,7
pos,98,n,金,8
pos,98,n,公公,9
pos,98,ns,东西,10
pos,98,a,不错,11
pos,98,v,选择,12
pos,101,v,安装,0
pos,101,l,比较满意,1
pos,101,v,安装,2
pos,101,vn,免费,3
pos,101,n,材料,4
pos,101,n,收费,5
pos,101,v,购买,6
pos,101,n,材料,7
pos,101,m,九折,8
pos,101,n,材料,9
pos,101,n,费用,10
pos,101,n,地方,11
pos,101,n,管件,12
pos,101,n,情况,13
pos,101,v,打折,14
pos,101,v,安装,15
pos,101,nr,师傅,16
pos,101,n,态度,17
pos,101,m,点,18
pos,101,v,赞,19
pos,103,n,物流,0
pos,103,v,挺快,1
pos,103,t,昨天下午,2
pos,103,d,刚刚,3
pos,103,v,买下,4
pos,103,v,收到,5
pos,103,n,货,6
pos,103,v,包装,7
pos,103,a,完整,8
pos,103,v,破损,9
pos,103,nr,师傅,10
pos,103,v,安装,11
pos,103,a,不错,12
pos,105,r,在家,0
pos,105,t,当天,1
pos,105,v,到货,2
pos,105,n,电话,3
pos,105,v,预约,4
pos,105,t,当天,5
pos,105,v,安装,6
pos,105,v,装修,7
pos,105,n,工人,8
pos,105,v,看着,9
pos,105,v,安装,10
pos,105,v,安装,11
pos,105,n,水,12
pos,105,vn,调试,13
pos,105,n,照片,14
pos,105,v,只能,15
pos,105,n,回家,16
pos,105,v,追加,17
pos,105,n,整体,18
pos,105,vn,服务,19
pos,105,n,物流,20
pos,105,d,特别,21
pos,105,v,准时,22
pos,105,v,好评,23
pos,106,v,送货,0
pos,106,d,很快,1
pos,106,v,预约,2
pos,106,v,安装,3
pos,106,nr,师傅,4
pos,106,v,安装,5
pos,106,v,安装,6
pos,106,nr,师傅,7
pos,106,n,专业,8
pos,106,v,安装,9
pos,106,d,很快,10
pos,106,v,没用,11
pos,106,n,效果,12
pos,108,a,不错,0
pos,108,d,很好,1
pos,108,v,包装,2
pos,108,n,结实,3
pos,108,l,送货上门,4
pos,108,r,我家,5
pos,108,n,楼,6
pos,108,n,电梯,7
pos,108,nr,师傅,8
pos,108,v,送上来,9
pos,108,vn,服务,10
