content_type,index_content,nature,word,index_word
pos,375,v,花,19
pos,375,n,价格,20
pos,375,n,材料,21
pos,375,a,清单,22
pos,375,v,送,23
pos,375,n,混,24
pos,375,n,水阀,25
pos,375,n,淋浴,26
pos,375,n,头,27
pos,375,d,不好,28
pos,375,v,混,29
pos,375,n,水阀,30
pos,375,v,只能,31
pos,375,d,暂时,32
pos,375,v,先用,33
pos,375,d,不好,34
pos,375,n,价格,35
pos,375,d,太,36
pos,375,a,稳定,37
pos,375,z,忽高忽低,38
pos,375,n,价格,39
pos,375,v,保障,40
pos,375,a,郁闷,41
pos,391,a,不错,0
pos,391,n,外形,1
pos,391,a,漂亮,2
pos,391,v,加热,3
pos,391,a,慢,4
pos,391,d,特别,5
pos,391,r,此款,6
pos,391,n,插头,7
pos,391,v,安,8
pos,403,v,安装,0
pos,403,n,费用,1
pos,403,a,贵,2
pos,403,vn,实验,3
pos,403,t,明天,4
pos,403,v,试一试,5
pos,419,v,跟得上,0
pos,419,n,步伐,1
pos,419,n,温度,2
pos,419,v,显示,3
pos,419,l,清晰可见,4
pos,419,n,人性化,5
pos,419,n,遥控器,6
pos,419,ns,东西,7
pos,419,v,不用,8
pos,419,v,站,9
pos,419,a,高,10
pos,419,n,用手,11
pos,419,p,按了,12
pos,419,v,安排,13
pos,419,v,安装,14
pos,419,nr,师傅,15
pos,419,n,热情,16
pos,419,v,安装,17
pos,419,ad,仔细,18
pos,419,nr,周全,19
pos,445,n,速度,0
pos,445,d,太,1
pos,445,v,想,2
pos,445,v,想,3
pos,445,t,周六,4
pos,445,t,下午,5
pos,445,v,安装,6
pos,445,t,周五,7
pos,445,t,下午,8
pos,445,v,装上,9
pos,445,v,安装,10
pos,445,nr,师傅,11
pos,445,n,态度,12
pos,445,l,工作到位,13
pos,445,m,号,14
pos,445,t,上午,15
pos,445,m,点,16
pos,445,n,订单,17
pos,445,m,点,18
pos,445,v,接到,19
pos,445,n,客服,20
pos,445,n,电话,21
pos,445,v,接到,22
pos,445,n,电话,23
pos,445,v,沟通,24
pos,445,v,安装,25
pos,445,v,到货,26
pos,445,n,商场,27
pos,445,n,商场,28
pos,445,f,里,29
pos,445,t,星期,30
pos,445,v,估计,31
pos,445,v,装,32
pos,445,n,效率,33
pos,445,d,太,34
pos,445,a,高,35
pos,445,m,第一天,36
pos,445,n,下单,37
pos,445,m,第二天,38
pos,445,n,收货,39
pos,445,m,第三天,40
pos,445,v,安装,41
pos,513,a,不错,0
pos,513,l,一段时间,1
pos,513,n,评价,2
pos,513,n,配件,3
pos,513,a,贵,4
pos,515,a,不错,0
pos,515,nr,花洒,1
pos,515,n,太小,2
pos,515,n,水压,3
pos,515,a,高,4
pos,515,nr,水太,5
pos,515,n,密集,6
pos,544,vn,实惠,0
pos,544,n,性价比,1
pos,544,a,高,2
pos,572,d,先是,0
pos,572,n,实体店,1
pos,572,n,机械式,2
pos,572,d,干脆,3
pos,572,s,网上,4
pos,572,v,抢,5
pos,572,v,拉倒,6
pos,572,a,正好,7
pos,572,d,赶上,8
pos,572,vn,活动,9
pos,572,v,不到,10
pos,572,m,一千块,11
pos,572,n,钱,12
pos,572,v,拿下,13
pos,572,n,辅材,14
pos,572,n,收费,15
pos,572,n,干嘛,16
pos,572,a,贵,17
pos,572,d,反正,18
pos,572,n,假货,19
pos,583,n,产品,0
pos,583,v,安装,1
pos,583,v,送货,2
pos,583,a,太慢,3
pos,590,n,价格,0
pos,590,a,贵,1
pos,590,v,希望,2
pos,590,n,一分钱,3
pos,590,n,一分货,4
pos,601,v,到货,0
pos,601,v,安装,1
pos,601,n,效率,2
pos,601,a,高,3
pos,681,ns,东西,0
pos,681,vn,自营,1
pos,681,v,快递,2
pos,681,m,第二天,3
pos,681,j,京,4
pos,681,ns,东西,5
pos,681,v,送来,6
pos,681,v,包装,7
pos,681,n,客服,8
pos,681,a,不错,9
pos,681,a,不懂,10
pos,681,a,耐心,11
pos,681,v,解答,12
pos,681,n,售后,13
pos,681,nr,师傅,14
pos,681,v,安装,15
pos,681,m,第二天,16
pos,681,d,赶上,17
pos,681,m,第三天,18
pos,681,v,帮,19
pos,681,v,安装,20
pos,681,n,态度,21
pos,681,n,安装费,22
pos,681,a,贵,23
pos,701,ns,东西,0
pos,701,a,不错,1
pos,701,v,做工,2
pos,701,n,全国,3
pos,701,j,联保,4
pos,701,n,售后,5
pos,701,v,安装,6
pos,701,nr,师傅,7
pos,701,n,热情,8
pos,701,n,安装费,9
pos,701,a,高,10
pos,701,zg,块,11
pos,701,v,减,12
pos,701,n,零头,13
pos,701,nr,师傅,14
pos,701,nrt,坎,15
pos,701,ns,大山,16
pos,701,v,上推,17
pos,701,m,八辈,18
pos,701,nr,祖宗,19
pos,701,nr,师傅,20
pos,701,a,够够,21
pos,729,v,适合,0
pos,729,m,一家,1
pos,729,m,三口,2
pos,729,vn,活动,3
pos,729,f,期间,4
pos,729,n,性价比,5
pos,729,a,高,6
pos,746,n,机器,0
pos,746,v,安装,1
pos,746,nr,师傅,2
pos,746,n,细心,3
pos,746,b,唯一,4
pos,746,v,不太好,5
pos,746,n,地方,6
pos,746,v,预约,7
pos,746,ns,上门,8
pos,746,v,安装,9
pos,746,b,主动,10
pos,746,v,安装,11
pos,746,v,预约,12
pos,746,n,电话,13
pos,746,d,不好,14
pos,746,v,打通,15
pos,772,b,外型,0
pos,772,nz,美观,1
pos,772,v,加热,2
pos,772,nr,师付,3
pos,772,n,认真负责,4
pos,772,n,安装费,5
pos,772,v,够,6
pos,772,a,高,7
pos,772,n,轻体,8
pos,772,n,墙,9
pos,772,n,架子,10
pos,772,n,安装费,11
pos,772,j,一共,12
pos,772,v,花,13
pos,772,m,八角,14
pos,772,n,阀,15
pos,772,v,提供,16
pos,772,n,压力,17
pos,772,n,阀,18
pos,772,n,处,19
pos,772,n,滴水,20
pos,772,vn,咨询,21
pos,772,vn,影响,22
pos,772,nz,美观,23
pos,796,n,性价比,0
pos,796,a,高,1
pos,796,vn,遥控,2
pos,796,vn,遥控,3
pos,796,n,经济,4
pos,796,n,经济,5
pos,796,b,超级,6
pos,796,v,实用,7
pos,801,m,两台,0
pos,801,n,性价比,1
pos,801,n,功率,2
pos,801,v,加热,3
pos,801,m,多分钟,4
pos,801,a,慢,5
pos,801,n,家庭,6
pos,804,v,加热,0
pos,804,n,速度,1
pos,804,d,稍微,2
pos,804,a,慢,3
pos,804,m,一点,4
pos,804,n,售后,5
pos,804,v,安装,6
pos,804,ns,东西,7
pos,804,nz,五金店,8
pos,804,n,售后,9
pos,804,v,安装,10
pos,804,n,花钱,11
pos,825,n,漏水,0
pos,825,n,现象,1
pos,825,m,家,2
pos,825,n,漏水,3
pos,825,v,漏下,4
pos,825,v,泡,5
pos,825,n,责任,6
pos,825,n,评评理,7
pos,857,v,安装,0
pos,857,n,感觉,1
pos,857,b,高级,2
pos,857,nr,师傅,3
pos,857,v,安装,4
pos,857,n,态度,5
pos,857,n,价格,6
pos,857,n,价格,7
pos,857,a,高,8
pos,863,n,下单,0
pos,863,v,送往,1
pos,863,s,乡下,2
pos,863,n,物流,3
pos,863,n,系统,4
pos,863,n,物流,5
pos,863,v,转,6
pos,863,n,委托,7
pos,863,n,公司,8
pos,863,v,送货,9
pos,863,a,太慢,10
pos,863,m,一个月,11
pos,863,n,时间,12
pos,863,n,乡镇,13
pos,863,n,费用,14
pos,863,v,找,15
pos,863,n,货车,16
pos,863,v,拉,17
pos,863,n,字,18
pos,863,n,农村,19
pos,863,d,太,20
pos,863,a,难,21
pos,863,v,搞定,22
pos,926,v,送货,0
pos,926,vn,服务,1
pos,926,v,安装,2
pos,926,a,太慢,3
pos,926,m,几天,4
pos,926,v,没人,5
pos,926,v,安装,6
pos,926,v,有待,7
pos,926,v,提高,8
pos,971,v,安装,0
pos,971,n,材料费,1
pos,971,a,贵,2
pos,971,m,几个,3
pos,971,v,接头,4
pos,971,d,就块,5
pos,971,d,无奈,6
pos,971,v,安,7
neg,1002,v,安装,0
neg,1002,v,配,1
neg,1002,m,两个,2
neg,1002,v,安装,3
neg,1002,n,空间,4
neg,1002,v,安装,5
neg,1002,v,位置,6
neg,1002,n,洗手间,7
neg,1002,f,外面,8
neg,1002,v,隔,9
neg,1002,m,一堵,10
neg,1002,n,墙,11
neg,1002,m,米,12
neg,1002,f,之内,13
neg,1002,n,下层,14
neg,1002,n,墙,15
neg,1002,n,材料,16
neg,1002,v,请,17
neg,1002,v,安装,18
neg,1002,n,人员,19
neg,1002,v,挂,20
neg,1002,s,墙壁,21
neg,1002,v,请,22
neg,1002,v,离开,23
neg,1002,n,管道,24
neg,1002,v,安装,25
neg,1002,n,省,26
neg,1002,ns,大洋,27
neg,1002,t,晚上,28
neg,1002,v,邻居,29
neg,1002,v,告诉,30
neg,1002,m,两个,31
neg,1002,v,安装,32
neg,1002,n,人员,33
neg,1002,s,路上,34
neg,1002,o,嘀咕,35
neg,1002,t,早上,36
neg,1002,ns,白跑,37
neg,1002,m,一趟,38
neg,1002,v,抠,39
neg,1002,n,业主,40
neg,1002,a,早,41
neg,1002,v,不来,42
neg,1002,m,几天,43
neg,1002,v,配,44
neg,1002,v,花,45
neg,1002,v,洒,46
neg,1002,n,漏水,47
neg,1002,a,郁闷,48
neg,1003,a,愉快,0
neg,1003,n,网购,1
neg,1003,m,几天,2
neg,1003,a,舒服,3
neg,1003,n,下单,4
neg,1003,v,付款,5
neg,1003,b,半小时,6
neg,1003,n,客服,7
neg,1003,l,打电话,8
neg,1003,t,当天,9
neg,1003,v,送货,10
neg,1003,n,心喜,11
neg,1003,v,请假,12
neg,1003,n,回家,13
neg,1003,v,等待,14
neg,1003,n,小时,15
neg,1003,n,物流,16
neg,1003,l,打电话,17
neg,1003,n,所在区域,18
neg,1003,m,第二天,19
neg,1003,v,送,20
neg,1003,ng,语,21
neg,1003,q,天,22
neg,1003,vn,工资,23
neg,1003,n,人员,24
neg,1003,n,电话,25
neg,1003,n,情况,26
neg,1003,n,商家,27
neg,1003,n,下文,28
neg,1003,m,第二天,29
neg,1003,m,点,30
neg,1003,v,安装,31
neg,1003,nr,师傅,32
neg,1003,v,安装,33
neg,1003,u,一看,34
neg,1003,v,安排,35
neg,1003,v,送货,36
neg,1003,f,中,37
neg,1003,v,告知,38
neg,1003,n,货,39
neg,1003,ns,惠州,40
neg,1003,t,下午,41
neg,1003,m,点,42
neg,1003,v,送到,43
neg,1003,a,郁闷,44
neg,1003,t,下午,45
neg,1003,m,点,46
neg,1003,v,安装,47
neg,1003,nr,师傅,48
neg,1003,v,告知,49
neg,1003,m,点,50
neg,1003,v,还好,51
neg,1003,n,点货,52
neg,1003,n,电话,53
neg,1003,v,安装,54
neg,1003,nr,师傅,55
neg,1003,m,点,56
neg,1003,m,点,57
neg,1003,n,无人,58
neg,1003,v,接听,59
neg,1003,m,点,60
neg,1003,d,终于,61
neg,1003,v,安排,62
neg,1003,d,太,63
neg,1003,v,忙,64
neg,1003,m,点,65
neg,1003,n,无人,66
neg,1003,q,天,67
neg,1003,v,洗澡,68
neg,1003,v,感冒,69
neg,1003,n,冷水,70
neg,1003,v,洗,71
neg,1003,m,点,72
neg,1003,nr,师傅,73
neg,1003,v,说好,74
neg,1003,d,再晚,75
neg,1003,v,找,76
neg,1003,n,宾馆,77
neg,1003,v,解决,78
neg,1003,m,第三天,79
neg,1003,t,中午,80
neg,1003,v,安装,81
neg,1003,v,面对,82
neg,1003,v,面对,83
neg,1003,v,安装,84
neg,1003,nr,师傅,85
neg,1003,v,无语,86
neg,1003,s,楼下,87
neg,1003,n,商场,88
neg,1003,v,逛,89
neg,1003,n,价格,90
neg,1003,v,付款,91
neg,1003,v,送货,92
neg,1003,v,安装,93
neg,1003,v,送,94
neg,1003,m,一盒,95
neg,1003,nr,安琪,96
neg,1003,n,月饼,97
neg,1003,v,无语,98
neg,1003,v,希望,99
neg,1003,i,蒸蒸日上,100
neg,1003,l,每况愈下,101
neg,1003,vn,服务,102
neg,1008,v,下图,0
neg,1008,v,安装,1
neg,1008,nt,安装公司,2
neg,1008,v,加收,3
neg,1008,m,八十块,4
neg,1008,v,接头,5
neg,1008,v,做,6
neg,1008,n,水电,7
neg,1008,v,肯定,8
neg,1008,v,装,9
neg,1008,l,打电话,10
neg,1008,n,装是,11
neg,1008,v,保修,12
neg,1008,v,装,13
neg,1008,n,公司,14
neg,1008,v,安装,15
neg,1008,nz,漏电,16
neg,1008,n,电死人,17
neg,1008,v,操,18
neg,1008,n,公司,19
neg,1008,n,客服,20
neg,1008,n,电话,21
neg,1008,v,找,22
neg,1008,n,工程师,23
neg,1008,v,解答,24
neg,1008,n,技术,25
neg,1008,n,漏洞,26
neg,1008,v,安装,27
neg,1008,nz,漏电,28
neg,1008,m,半天,29
neg,1008,v,回复,30
neg,1008,s,家里,31
neg,1008,m,三台,32
neg,1008,n,水,33
neg,1008,t,本来,34
neg,1008,n,导电介质,35
neg,1008,v,装,36
neg,1008,n,花钱,37
neg,1008,nz,漏电,38
neg,1008,n,机器,39
neg,1008,n,回家,40
neg,1008,n,气死人,41
neg,1008,n,建议,42
neg,1008,n,三思,43
neg,1009,n,漏水,0
neg,1009,v,安装,1
neg,1009,nr,师傅,2
neg,1009,a,坏,3
neg,1009,v,找,4
neg,1009,n,客服,5
neg,1009,n,客服,6
neg,1009,n,专业,7
neg,1009,nr,师傅,8
neg,1009,vn,检验,9
neg,1009,v,完开,10
neg,1009,v,确认,11
neg,1009,d,单再,12
neg,1009,v,申请,13
neg,1009,n,退换货,14
neg,1009,v,申请,15
neg,1009,q,天,16
neg,1009,n,发货,17
neg,1009,ns,广东,18
neg,1009,m,月,19
neg,1009,q,天,20
neg,1009,m,一周,21
neg,1009,n,时间,22
neg,1009,f,期间,23
neg,1009,n,凉水,24
neg,1009,v,冲澡,25
neg,1009,v,高估,26
neg,1009,n,品质,27
neg,1009,vn,服务,28
neg,1009,v,放,29
neg,1009,l,自来水,30
neg,1009,m,几十分钟,31
neg,1009,n,客服,32
neg,1009,n,电话,33
neg,1009,a,糟糕,34
neg,1009,v,采购,35
neg,1009,a,良心,36
neg,1009,n,评价,37
neg,1009,v,想,38
neg,1009,v,采购,39
neg,1009,a,慎重,40
neg,1013,ns,东西,0
neg,1013,n,售后,1
neg,1013,d,真,2
neg,1013,v,不行,3
neg,1013,m,第一天,4
neg,1013,v,没装,5
neg,1013,vn,调整,6
neg,1013,v,位置,7
neg,1013,m,两天,8
neg,1013,n,头条,9
neg,1013,t,下午,10
neg,1013,v,预约,11
neg,1013,m,第二天,12
neg,1013,d,早就,13
neg,1013,v,安装,14
neg,1013,v,赶工期,15
neg,1013,v,答应,16
neg,1013,m,第二天,17
neg,1013,v,安装,18
neg,1013,n,洁具,19
neg,1013,n,工人,20
neg,1013,m,几个,21
neg,1013,n,小时,22
neg,1013,v,不见,23
neg,1013,l,打电话,24
neg,1013,t,下午,25
neg,1013,n,气死,26
neg,1013,l,打电话,27
neg,1013,vn,调节,28
neg,1013,m,几分钟,29
neg,1013,v,回复,30
neg,1013,r,这一,31
neg,1013,v,推,32
neg,1013,v,没影,33
neg,1013,l,安装工人,34
neg,1013,v,打算,35
neg,1013,v,投诉,36
neg,1013,n,电话,37
neg,1013,v,打来,38
neg,1013,r,有人,39
neg,1013,n,装车,40
neg,1013,v,装,41
neg,1013,n,上车,42
neg,1013,v,安装,43
neg,1013,n,路程,44
neg,1013,m,半个,45
neg,1013,n,小时,46
neg,1013,t,下午,47
neg,1013,m,一点半,48
neg,1013,nz,诚信,49
neg,1013,n,管件,50
neg,1013,n,杂,51
neg,1013,n,牌子,52
neg,1013,n,原装,53
neg,1013,a,配套,54
neg,1013,n,质量,55
neg,1013,n,垃圾,56
neg,1017,d,越来越,0
neg,1017,a,差,1
neg,1017,d,再也,2
neg,1017,v,不用,3
neg,1017,d,反正,4
neg,1017,n,时代,5
neg,1017,n,电器,6
neg,1017,n,牌子,7
neg,1017,d,更好,8
neg,1017,m,多着,9
neg,1017,n,电器,10
neg,1017,n,费电,11
neg,1017,v,加热,12
neg,1017,a,慢,13
neg,1017,v,安装,14
neg,1017,n,材料,15
neg,1017,v,推荐,16
neg,1017,v,购买,17
neg,1017,n,建议,18
neg,1017,v,购买,19
neg,1020,n,感觉,0
neg,1020,n,坑,1
neg,1020,i,真不知道,2
neg,1020,v,包,3
neg,1020,v,安装,4
neg,1020,n,支架,5
neg,1020,l,一大笔钱,6
neg,1020,d,真心,7
neg,1020,v,不想,8
neg,1020,v,安装,9
neg,1020,q,张,10
neg,1020,v,安装,11
neg,1020,n,费用,12
neg,1020,d,真,13
neg,1020,v,晕,14
neg,1020,v,不想,15
neg,1024,n,产品,0
neg,1024,v,安装,1
neg,1024,n,坑人,2
neg,1024,t,明明,3
neg,1024,n,封顶,4
neg,1024,n,收费,5
neg,1024,l,搞不懂,6
neg,1024,b,总共,7
neg,1024,v,安装,8
neg,1024,n,管路,9
neg,1024,v,超过,10
neg,1024,q,米,11
neg,1024,n,角阀,12
neg,1024,v,买来,13
neg,1024,n,底气,14
neg,1024,n,收费,15
neg,1024,v,问,16
neg,1024,v,卖,17
neg,1024,n,产品,18
neg,1024,n,安装费,19
neg,1024,n,坑,20
neg,1030,v,烧,0
neg,1030,m,四个,1
neg,1030,n,小时,2
neg,1030,v,烧到,3
neg,1030,n,垃圾,4
neg,1030,n,产品,5
neg,1030,n,客服,6
neg,1030,v,加到,7
neg,1030,nr,黑名单,8
neg,1030,n,问,9
neg,1030,v,等于,10
neg,1030,ns,花钱买,11
neg,1030,vn,教训,12
neg,1030,v,醉,13
neg,1037,n,星,0
neg,1037,v,送给,1
neg,1037,n,售后,2
neg,1037,d,刚微,3
neg,1037,v,信,4
neg,1037,v,预约,5
neg,1037,n,电话,6
neg,1037,n,效率,7
neg,1037,a,高,8
neg,1037,n,地方,9
neg,1037,v,看过,10
neg,1037,n,电话,11
neg,1037,f,里,12
neg,1037,nr,张口,13
neg,1037,v,安装,14
neg,1037,m,三四百,15
neg,1037,v,只能,16
neg,1037,vn,有空,17
neg,1037,n,地方,18
neg,1037,n,钱,19
neg,1037,n,事,20
neg,1037,d,反正,21
neg,1037,v,凑到,22
neg,1037,ns,松口,23
neg,1037,n,实体店,24
neg,1037,v,费,25
neg,1037,d,大劲,26
neg,1037,n,价钱,27
neg,1037,n,售后,28
neg,1037,n,材料,29
neg,1037,v,找,30
neg,1037,nr,师傅,31
neg,1037,v,安装,32
neg,1037,vn,评估,33
neg,1037,f,中,34
neg,1037,v,等用,35
neg,1037,d,再来,36
neg,1037,v,追评,37
neg,1041,n,乐色,0
neg,1041,n,烧水,1
neg,1041,n,贼,2
neg,1041,d,慢,3
neg,1041,a,费劲,4
neg,1041,n,小时,5
neg,1041,v,够,6
neg,1041,v,洗,7
neg,1041,v,洗,8
neg,1041,v,烧供,9
neg,1041,d,不上,10
neg,1043,v,安装,0
neg,1043,nr,师傅,1
neg,1043,v,安装,2
neg,1043,n,水,3
neg,1043,n,走廊,4
neg,1043,n,漏水,5
neg,1043,i,一塌糊涂,6
neg,1044,v,安装,0
neg,1044,v,保,1
neg,1044,n,逻辑,2
neg,1044,l,各种类型,3
neg,1044,n,收费,4
neg,1044,v,安装,5
neg,1044,n,油烟机,6
neg,1044,v,挂架,7
neg,1044,v,不行,8
neg,1044,n,油烟机,9
neg,1044,n,新楼,10
neg,1044,v,独立,11
neg,1044,n,烟道,12
neg,1044,b,非要,13
neg,1044,v,按止,14
neg,1044,n,逆阀,15
neg,1044,a,不安,16
neg,1044,d,不好,17
neg,1044,v,理解,18
neg,1044,q,口,19
neg,1044,v,安装,20
neg,1044,b,大小,21
neg,1044,v,做,22
neg,1044,ns,东西,23
neg,1044,d,不好,24
neg,1044,p,按了,25
neg,1044,v,还得,26
neg,1044,n,上边带,27
neg,1044,n,板,28
neg,1044,v,卸下来,29
neg,1044,v,想,30
neg,1044,v,问,31
neg,1044,n,花钱,32
neg,1044,ns,东西,33
neg,1044,v,做,34
neg,1044,vn,设计,35
neg,1044,n,板子,36
neg,1046,n,发货,0
neg,1046,b,超级,1
neg,1046,a,慢,2
neg,1046,n,服务态度,3
